sqft_living,bedrooms,bathrooms,floors,waterfront,condition,yr_built,yr_renovated,price
1450,3,2,2,0,4,1972,0,245000
1180,3,2,1,0,4,1992,0,265900
1820,4,2.5,1,0,3,1975,0,299000
2360,4,2.25,2,0,4,1968,0,957500
1120,3,1,1,0,4,1972,0,343000
1646,3,2.25,2,0,3,1994,0,307500
4210,5,3.75,2,0,3,2004,0,937500
2480,3,3,1,0,4,1976,0,610000
1590,3,1.5,1,0,3,1952,0,720000
2130,4,2,1.5,0,5,1919,0,610000
1650,3,1.75,1,0,4,1967,0,434500
3090,2,2.5,1,0,4,1979,0,602500
2180,4,2.5,2,0,3,2002,0,607010
1800,3,1,1,0,3,1947,0,610000
3720,4,2.5,2,0,3,1983,0,828500
1100,3,1,1,0,3,1961,0,199990
1530,3,1.75,1,0,3,1987,0,294000
3010,4,2.5,2,0,3,2005,0,789500
3500,3,3.5,2,0,3,2008,0,797000
3100,5,3,2,0,3,2006,0,539950
2000,4,1.5,1,0,4,1962,0,284950
2290,4,1.5,1,0,3,1965,1987,776500
2400,4,2.5,1,0,3,1967,0,525000
1850,3,2.5,2,0,3,1999,0,303000
3680,3,3.25,2,0,3,1988,0,722080
1060,3,1,1,0,3,1959,0,140000
1060,3,1,1,0,3,1959,0,235000
1610,3,1,1.5,0,3,1903,1973,440000
2330,3,1.75,1.5,0,4,1940,0,605000
1210,2,1,1,0,3,1950,0,380000
1530,4,1,1,0,3,1925,0,352000
2270,4,2.25,1,0,4,1979,0,420000
2590,4,2,2,0,4,1930,0,1175000
1850,3,1.5,1,0,4,1953,0,1375000
1500,3,1.5,1.5,0,4,1933,0,300000
4740,4,3.25,2,0,3,1990,0,1150000
1710,2,1.5,1,0,5,1951,0,453500
1920,3,2,1,0,4,1972,0,443500
1150,2,1,1,0,3,1954,0,332000
2320,3,2.5,2,0,3,2004,0,655000
1420,4,1,1.5,0,3,1950,0,475000
1550,3,1.75,1,0,3,1988,0,372500
2920,4,2.5,1,0,3,1921,2006,1050000
1620,3,1.75,1,0,5,1945,0,500000
2300,6,2.75,1.5,0,4,1950,1985,900000
1070,3,1,1,0,3,1989,0,327500
1790,3,1.75,1,0,3,1913,1995,390000
1510,2,1.5,2,0,4,1985,0,451101
1340,4,1,1.5,0,3,1914,0,455000
3350,4,2.5,2,0,3,2004,0,650000
2500,3,2.5,2,0,4,1993,0,895000
2350,4,2.25,1,0,2,1952,0,800000
2550,4,2.25,2,0,3,1987,0,703770
1320,3,1.75,1,0,4,1968,0,249950
1270,2,2,1,0,4,1926,0,512000
3480,5,2.5,1,0,4,1972,0,780000
2820,3,2.25,2,0,3,1986,0,336000
2110,3,2,1.5,0,5,1955,0,285000
1100,3,1.75,1,0,3,1981,0,229900
1920,4,3,1.5,0,4,1931,0,667500
1890,4,2.5,1,0,3,1978,0,378000
2530,3,2.5,2,0,3,1991,0,454000
2550,4,2.5,2,0,3,2005,0,537500
1550,3,1,1.5,0,4,1926,0,425000
1760,3,2,1,0,3,1998,0,290000
1270,3,2,1,0,3,1963,0,349500
1250,3,2.75,2,0,3,2006,0,370000
1620,3,1.75,1,0,4,1961,0,549500
710,2,1,1,0,3,1942,0,245000
1070,3,1.75,1,0,3,1994,0,208000
2320,4,2.25,1,0,4,1966,0,248000
5450,4,3.25,1.5,0,5,1984,0,610000
1670,4,2.5,2,0,3,1999,0,550000
3010,3,2.75,2,0,3,2001,0,750000
1340,2,1.75,1,0,3,1940,0,192000
790,2,1,1,0,3,1908,0,169317
3400,4,3.5,2.5,0,3,2008,0,1198000
1530,2,1,1.5,0,4,1923,0,880000
930,1,1,1,0,3,1948,0,210000
1540,3,1.5,1,0,3,1973,0,180500
1990,4,2,2,0,3,1984,0,540000
2300,3,1.75,1,0,3,1984,0,520000
1220,3,1.5,1,0,3,1968,0,177500
2380,3,1.75,1,0,4,1956,0,415000
2020,4,2.5,1,0,5,1968,0,495000
1890,3,2.25,1,0,3,1966,0,325000
1330,2,1.75,1,0,3,1985,0,440000
1490,3,1.75,1,0,4,1959,0,411000
3550,5,3.5,2,0,3,1998,0,810000
2040,5,1.75,1,0,4,1962,0,561750
2380,4,2.5,1,0,4,1963,0,835100
1780,3,2.25,1,0,3,1985,0,450000
1650,3,2.5,2,0,3,2004,0,238000
1510,3,1,1,0,3,1974,0,299000
1100,2,1,1,0,4,1941,0,570000
2190,3,1.75,2,0,4,1978,0,340000
1760,2,1.75,1.5,0,3,1912,0,450000
1800,4,1.5,1,0,3,1966,0,272750
2000,4,2,2,0,4,1949,0,520000
990,3,1,1,0,5,1960,0,284950
1480,2,1.5,1,0,3,1949,0,255000
1200,2,1,1,0,5,1941,0,231500
3000,1,2,2.5,0,3,1979,0,415000
3504,4,2.5,2,0,3,2006,0,330000
1300,3,1.5,1,0,3,1963,0,365000
1330,4,2,1.5,0,3,1928,2004,425000
1850,4,1.75,1,0,4,1958,0,400000
2240,4,2.5,2,0,3,1989,0,335000
1260,3,3,2,0,3,2003,0,342000
2800,8,5,2,0,3,1997,0,490000
1820,4,1.75,1,0,4,1969,0,331500
1730,3,2.5,3,1,3,1996,0,960000
3350,4,2.5,2,0,4,1985,0,720500
3370,3,2.5,2,0,4,1912,2001,830000
1240,3,1.75,1.5,0,5,1926,0,662990
2340,4,2,1.5,0,4,1959,0,220000
1880,5,2,1,0,3,1952,2000,349950
1810,3,2,1,0,3,1922,0,550000
2340,3,1.75,1,0,4,1941,0,396000
2820,4,1.5,2,0,3,1911,0,635000
1020,3,1,1,0,3,1940,0,293000
2090,3,2.25,1,0,4,1979,0,339000
1830,4,2.25,2,0,4,1991,0,285000
2980,6,2.75,1.5,0,3,1916,0,775000
1600,4,1.5,1,0,4,1959,0,224000
4440,4,3.5,2,0,5,1922,0,2250000
1200,3,1,1,0,3,1959,0,165050
1230,3,1.25,1.5,0,4,1913,0,275000
2930,5,3,1,0,3,1951,0,445000
2370,3,2.25,1,0,3,1978,0,510000
3040,4,2.5,2,0,3,2001,0,1230000
1610,3,1.5,1,0,3,1970,0,390000
2350,3,2.25,1,0,3,1977,0,460000
2000,3,1.75,1,0,4,1958,0,700000
3530,4,3.5,2,0,3,1987,0,874150
2220,3,2.25,2,0,3,1987,0,470000
2000,3,1.75,1,0,4,1961,0,374000
1210,2,1.75,1.5,0,5,1950,0,510000
1140,2,2.5,3,0,3,2007,0,467000
2440,4,2.5,2,0,3,2002,0,576000
1560,3,2,1,0,3,1992,0,196440
3210,4,2.5,2,0,3,1993,0,825000
930,2,1,1,0,3,1981,0,281000
1782,3,2.5,3,0,3,2000,0,326000
1740,3,1.75,1,0,4,1980,0,340000
3690,5,1.75,1,0,3,1985,0,440000
2930,4,2.5,2,0,3,1998,0,749000
1230,4,1,1.5,0,3,1963,0,340000
2000,3,2,2,0,3,1916,1986,561000
1520,3,2.25,1,0,3,1988,0,270000
1040,2,1,1,0,4,1919,1980,600000
1120,4,1.5,1,0,3,1969,2014,219900
3020,3,1.75,2,0,3,1992,0,617000
1820,3,2.25,2,0,3,1978,0,469000
1370,3,1,1,0,3,1942,0,229000
3130,4,3,2.5,0,5,1906,0,1265000
1640,3,1.5,1,0,3,1958,0,365000
2650,4,2.5,2,0,3,2001,0,429000
2850,4,2.5,2,0,3,2003,0,550000
1820,3,2.5,1,0,4,1955,0,453000
1180,3,1.5,1,0,4,1977,0,187500
1880,6,2.5,1,0,5,1955,0,520500
1280,3,1.75,1,0,4,1977,0,300000
3120,4,3.25,2,0,3,2005,0,799000
2470,3,2.5,2,0,3,2003,0,338000
1700,3,1,1.5,0,4,1906,0,800000
1180,2,2,1,0,4,1945,0,360000
2800,6,2.5,1,0,3,1968,0,442500
1300,4,1,1,0,4,1920,0,700000
3040,5,3,1,0,5,1968,0,830000
1630,3,2.5,2,0,3,1987,0,360400
1340,3,1,1,0,5,1960,0,345000
1830,3,1.75,1,0,4,1966,0,300000
1240,3,1,1,0,5,1959,0,350000
2500,4,2,1,0,3,1972,0,368000
1760,3,1.75,1,0,4,1966,0,264000
2660,3,2,1,0,3,1990,0,435000
2060,3,1.5,1.5,0,3,1903,0,200000
2540,5,2.5,2,0,5,1929,0,620000
4830,5,4.25,2,0,3,2014,0,1679000
1400,3,1.75,1,0,4,1919,0,337000
4280,4,3.25,2,0,4,1984,0,1928000
2230,4,2.5,1,0,5,1974,0,544500
680,1,1,1,0,1,1910,1992,252000
2340,4,2.5,2,0,3,2008,0,445000
2070,3,2.25,2,0,3,1989,0,379500
1910,4,2,1,0,4,1919,0,189950
950,3,1,1.5,0,5,1948,0,469000
2910,5,2.75,1,0,5,1979,0,600000
2930,3,2.5,2,0,3,2000,0,785000
2610,4,2.75,2,0,4,1990,0,372000
3880,5,3,2,0,3,2004,0,445000
3320,4,2.25,2,0,4,1986,0,508000
1940,5,1.5,2,0,3,1905,0,780000
2510,4,2.25,2,0,3,1978,0,541100
2660,4,2.5,2,0,3,2003,0,729000
1710,3,2,1,0,5,1952,0,397000
1320,2,1,1,0,3,1912,1971,451555
960,2,1,1,0,3,1947,0,300000
1790,3,2.5,1,0,5,1969,0,416000
950,2,1,1,0,3,1925,0,490000
2940,6,3.75,2,0,3,1942,2003,480000
930,2,2,1,0,3,2002,0,368000
4570,3,2.5,2,0,3,1991,0,1038000
2370,3,2.5,1,0,4,1952,0,545000
3430,5,2.75,2,0,3,1998,0,850000
3540,4,3.5,2,0,3,2003,0,550000
2240,3,2.25,2,0,3,1984,0,600000
2710,4,2.5,1,0,3,1968,0,535000
2660,3,2.5,2,0,3,2014,0,599950
2540,5,2.75,1,0,4,1955,0,531000
2210,4,2.25,2,0,4,1968,0,530000
3570,4,4,2,0,3,2015,0,597326
3450,4,2.5,2,0,3,1997,0,805000
2330,4,1.75,1,0,4,1968,0,390000
1690,4,2,1.5,0,3,1901,0,487250
1030,3,1.5,1,0,4,1967,0,301000
2560,5,2.75,1.5,0,3,1923,0,1175000
1950,4,2.5,2,0,3,2002,0,299000
4370,4,2.25,2.5,0,4,1907,1994,2350000
2350,4,2.5,2.5,0,3,1999,0,400000
3160,4,2.5,1,0,4,1969,0,467500
2430,4,2.5,2,0,3,1990,0,305000
1340,3,1,1,0,3,1953,0,210000
1010,3,1,1,0,3,1979,0,300000
1770,3,2.25,1,0,3,1981,0,327500
1210,3,2,1,0,3,2003,0,269000
3330,4,3.25,1,0,3,1969,0,975000
1240,3,1,1,0,4,1940,0,355000
1250,3,1,1.5,0,4,1900,0,712000
2960,4,2.5,2,0,3,1985,0,883000
840,2,1,1,0,3,1994,0,190000
1530,3,1.75,1,0,3,1967,0,443000
3750,4,3,2,0,3,1976,0,920000
2150,4,2.25,1,0,4,1978,0,285000
1560,4,3.25,1,0,3,1916,0,901000
2040,3,1.75,1,0,3,1958,0,552500
860,2,1,1,0,3,1915,1945,256000
1720,3,1.5,1.5,0,4,1952,0,341000
2090,4,2.25,2,0,3,1975,0,279000
2130,4,2.25,2,0,4,1977,0,686000
1300,2,1,1.5,0,4,1975,0,225000
1220,2,1.75,1,0,3,1972,0,215500
2420,4,3,1.5,0,3,1919,0,950000
2940,4,2.5,2,0,3,1996,0,503000
2610,3,2.5,2,0,3,1997,0,780000
1880,4,2,1,0,5,1946,0,212000
2330,4,2.75,1.5,0,3,1983,0,580000
2200,4,2.5,2,0,3,1994,0,465000
1720,4,2,1,0,3,1959,0,206000
2250,3,2.5,2,0,3,1987,0,615000
1640,4,1,1.5,0,5,1907,0,519000
4130,4,3.25,2,0,3,2001,0,1135000
2600,5,2.5,2,0,3,2005,0,330000
1920,4,1.5,1,0,3,1955,0,240000
2060,3,2,1,0,4,1988,0,574000
5710,4,4.25,2,0,3,2007,0,930000
2720,4,3,2,0,3,1975,2007,850000
1490,3,1.5,1,0,3,1974,0,415000
2360,3,2.5,1,0,5,1929,0,480000
1940,5,1,1,0,3,1957,0,300000
2570,4,2.25,2,0,3,1980,0,439000
1160,3,1,1,0,3,1938,0,450000
2660,3,2.5,1,0,3,1989,0,589000
1260,3,2.25,2,0,3,2003,0,477000
1780,4,2.25,1,0,3,1951,0,587500
3180,4,2.25,2,0,3,1905,0,1315000
3380,4,2.5,2,0,3,1966,0,1430000
2690,4,2.25,2,0,3,1978,0,700000
1180,2,1,1,0,4,1949,0,275000
1660,3,1,1,0,4,1978,0,367500
2260,4,2.5,2,0,3,2001,0,453250
1910,5,1.75,1,0,3,1954,0,607000
2430,4,2,1,0,3,1960,0,255000
1300,2,2,1,0,4,1926,0,501000
1060,3,1,1,0,3,1950,0,450000
2200,3,2.25,2,0,3,1981,0,360000
1720,4,1.75,1.5,0,5,1929,0,460000
2360,3,1.75,1,0,4,1950,0,753000
820,2,1,1,0,3,1951,0,389950
1030,2,1,1,0,3,1924,0,469000
2030,4,1.75,2,0,4,1939,0,550000
2700,5,3.5,1.5,0,4,1948,0,565000
1100,2,1.75,1,0,3,1980,0,189650
3620,4,3.25,2,0,4,1927,0,1525000
1340,3,1.75,1,0,3,1980,0,260000
1790,3,1.75,1,0,3,1960,0,243000
3830,4,2.5,1,0,4,1969,0,1100000
1580,3,1.5,1,0,4,1976,0,249000
2020,2,1,1,0,4,1947,0,720000
3330,4,2.5,2,0,3,1995,0,905000
2610,4,2.5,1.5,0,5,1927,0,824500
2610,4,2.75,1,0,4,1978,0,762500
1740,3,2.5,3,0,3,2008,0,580000
1840,3,2,1,0,3,1990,0,380000
1080,3,1.75,1,0,4,1926,0,805000
1240,4,1.75,1.5,0,4,1944,0,520000
5620,5,4.5,3,0,3,1999,0,1569500
1170,2,1,1,0,3,1911,0,175000
1760,4,2.25,2,0,3,1987,0,353500
2230,4,2.5,1,0,4,1962,0,500000
1520,3,1.75,1,0,4,1972,0,386500
1450,2,1,1,0,3,1950,0,210000
1600,3,2.5,1,0,3,1983,0,439500
3220,5,2.5,2,0,3,2002,0,315000
1830,4,2.5,2,0,3,2003,0,339000
2200,4,2.25,1,0,4,1971,0,655000
2170,2,2.5,1,0,3,2008,0,740000
1900,5,2.5,2,0,5,1966,0,685000
2960,5,2.5,1,0,4,1960,0,550000
1710,2,1.75,2,0,3,1920,1979,405000
2620,4,2.25,1,0,3,1984,0,765000
2140,3,2,2,0,3,1911,1997,625000
2100,4,2.5,1.5,0,3,1914,0,207000
2100,4,2.5,1.5,0,3,1914,0,370000
1460,3,2.5,1,0,4,1988,0,475000
990,2,1,1,0,3,1955,0,365000
2190,4,2.25,1,0,5,1969,0,411800
3990,5,3.5,2,0,3,2002,0,668000
2340,3,2.5,2,0,3,1998,0,618000
2460,4,2,1,0,4,1948,0,247500
2080,5,3,1,0,3,1950,0,345000
1700,3,2,2,0,3,1927,0,616300
1330,3,1.5,1,0,4,1952,0,348000
1630,3,2.5,1,0,3,1994,0,425000
2920,5,2.75,1,0,5,1968,0,850000
2830,5,2.75,2,0,3,2010,0,820000
3190,4,2.25,2,0,4,1980,0,832000
1490,3,1.75,2,0,3,1984,2014,835000
1630,3,2.5,2,0,3,1999,0,350000
2280,4,2.5,2,0,3,2003,0,349000
3010,6,3.75,2,0,3,2014,0,1125000
1590,3,2.5,2,0,3,2004,0,320000
1250,3,1,1,0,4,1968,0,150000
1710,3,1,1,0,3,1949,0,340000
3280,4,4,2,0,3,2007,0,785500
3362,4,2.5,2,0,3,2004,0,410500
2200,3,2.5,2,0,3,1978,0,580000
830,2,1.5,2,0,3,2005,0,345000
2160,3,2.25,1.5,0,4,1933,0,550000
2580,4,3,2,0,3,1998,0,449500
2150,3,1,1,0,3,1954,0,300000
3510,4,2.5,2,0,3,1988,0,915000
3810,4,3.75,2,0,3,1989,0,1575000
2020,4,2.75,1,0,3,1917,2014,599000
2120,4,2.5,1,0,4,1960,0,755000
1250,3,1,1,0,3,1944,2010,400000
980,3,1,1,0,3,1968,0,133000
1250,4,1.5,1,0,3,1951,0,330000
1100,4,1,1.5,0,5,1904,0,330000
1330,3,1.75,1,0,5,1936,0,375000
2560,4,2.75,1,0,4,1968,0,485000
1850,4,2.5,1.5,0,3,1981,0,470000
2790,4,3,2,0,3,1905,2013,1045000
1660,4,1,1.5,0,3,1930,0,548800
1080,2,1,1,0,4,1919,0,315000
3030,3,2,1,0,4,1959,0,590000
2380,4,2.5,2,0,3,2002,0,439950
2250,3,1.75,1,0,3,1980,0,325000
880,2,1,1,0,3,1931,0,400000
2770,4,2.5,2,0,3,1987,0,685000
1340,3,2,1.5,0,3,1953,0,339950
1660,3,1.75,1,0,4,1951,0,315000
1710,3,2.5,2,0,3,2009,0,411753
1620,2,1.75,1,0,3,1924,2011,577000
1530,3,1.75,1,0,5,1972,0,500000
1440,3,2,1,0,3,1963,0,210000
2020,4,1.75,1,0,3,1969,0,640000
1870,4,1.75,1,0,5,1949,0,460000
620,2,1,1,0,3,1941,0,265000
5774,5,5,1,0,3,1984,0,740000
1240,3,1,1,0,3,1948,0,230000
1890,3,1.75,1,0,5,1978,0,315000
2410,3,1.75,1,0,4,1981,0,432000
1530,3,2.5,2,0,3,1995,0,467000
2800,5,3.75,1,0,3,1964,0,255000
1460,3,1.75,1,0,3,1979,0,316500
1580,4,2,1,0,3,1977,0,190000
1450,3,2,1.5,0,3,1900,2003,490000
1990,4,1.75,1,0,4,1976,0,378000
4470,6,4,3,0,3,2013,0,598800
1980,5,3,1,0,3,1990,0,333800
2920,4,2.5,2,0,4,1990,0,690000
1660,4,1.75,1,0,4,1948,0,320000
3190,4,3.5,1.5,0,4,1912,0,1249000
1560,3,1.5,1,0,4,1961,0,335000
3050,3,2.5,1,0,3,2004,0,840000
3030,4,2.75,2,0,3,1986,0,608250
2260,3,2.5,2,0,3,2005,0,550000
1260,3,1,1,0,3,1966,0,240000
3370,3,2.25,2,0,4,1980,0,998000
1490,3,1.75,1,0,3,1978,0,275000
1570,3,2.5,1,0,3,1977,0,284200
4490,4,3.75,2,0,4,1941,0,1715000
4090,4,3.75,2,0,4,1926,0,2400000
4150,5,2.5,2,0,3,1988,0,930800
2900,4,3,1,0,5,1959,0,930000
1430,4,1.5,1,0,3,1979,0,215000
1008,2,1.5,1,1,4,1943,2002,480000
1480,2,1.75,1,0,4,1951,0,483945
1240,3,1.75,1,0,4,1978,0,347000
1370,3,2,1,0,4,1979,0,232500
1770,4,2.25,1,0,4,1965,0,390000
2160,3,2.25,1,0,3,1965,2000,550000
2340,4,2.5,2,0,3,1987,0,590000
960,1,1,1,0,5,1945,0,420850
2280,4,2.5,1,0,3,1983,0,345000
1970,3,2,1,0,3,1986,0,429800
1530,4,1.75,1.5,0,3,1968,0,302000
1790,4,1.5,1.5,0,4,1932,0,800000
1700,3,2.5,2,0,3,1997,0,250000
2660,3,2,1,0,4,1922,0,605000
1950,3,1.75,1,0,4,1985,0,412000
1340,3,2,2,0,3,1994,0,252000
1130,3,1,1.5,0,3,1954,0,375000
1950,2,1.75,1,0,5,1919,0,725000
3790,5,3.5,1,0,3,2001,0,471750
2020,4,2.25,2,0,3,1995,0,490000
800,2,1,1,0,3,1945,0,439000
1770,4,2,1,0,5,1949,0,355000
940,1,0.75,1,0,3,1944,0,250000
2260,4,2.25,1,0,3,1984,0,780000
890,2,1,1,0,4,1918,0,409000
860,2,1,1,0,4,1916,0,420000
680,1,0.75,1,0,3,1947,0,200000
2130,2,1.5,1,0,4,1963,0,830000
2390,3,2.5,2,0,3,2006,0,695000
3488,4,2.75,2,0,3,1998,0,815000
1260,3,1.75,1,0,3,1983,0,210000
2940,3,1.75,1,0,4,1957,0,635000
2440,4,2.5,2,0,3,1991,0,562500
2600,4,2.5,2,0,3,1988,0,402500
2080,3,2,1,0,4,1951,0,555000
1990,3,1,1,0,3,1972,0,310000
2840,4,2.5,2,0,3,1994,0,500000
2630,6,3,1,0,3,1959,0,430000
2820,3,4.25,2,0,4,1930,0,1600000
1560,4,1,1.5,0,3,1923,0,627500
2330,4,2.5,2,0,3,1998,0,335000
3320,4,2.25,1,0,4,1981,0,962000
1730,3,1.75,1,0,3,1959,0,299000
3110,4,2.5,2,0,3,2001,0,399950
1230,3,1,1,0,3,1968,0,322000
950,2,1.5,1,0,4,1949,0,430000
1890,3,1.75,1,0,5,1966,0,307000
1010,3,1.5,1,0,3,1943,0,194000
1010,3,1,1,0,4,1920,0,180000
2340,4,2.25,1,0,3,1983,0,465000
2460,4,2.5,2,0,3,1978,0,722500
1010,2,1,1,0,3,1921,0,470450
1650,3,2.5,2,0,3,1990,0,280000
1440,4,2,1,0,4,1966,0,176250
1710,5,1,1.5,0,4,1926,0,560000
2760,3,2.5,2,0,3,1991,0,830000
1350,2,1,1,0,4,1952,0,276900
1660,3,1.75,2,0,3,1906,2014,625000
2960,4,2.5,2,0,3,1900,0,1015000
1090,1,1,1,0,4,1924,0,463500
3110,3,2.5,2,0,3,1990,0,485000
1380,3,2,1,0,3,1989,0,272000
1290,2,1,2,0,3,2008,0,305000
1980,3,2.5,1,0,5,1959,0,760000
870,2,1,1,0,4,1938,0,387500
2470,4,2.5,2,0,3,2004,0,352000
2140,3,1.75,1,0,5,1950,0,507000
770,3,1,1,0,3,1941,0,156000
1490,3,3.25,3,0,3,2001,0,580000
2510,4,2.5,1,0,4,1977,0,630000
1950,5,1.5,1,0,3,1964,0,275000
3600,5,4,1,0,5,1960,0,835000
2380,4,2.5,2,0,3,1995,0,340000
720,2,1,1,0,3,1942,0,329350
4070,3,3.5,2,0,3,1991,0,1480000
1250,3,1,1,0,3,1975,0,475000
2190,3,2.25,3,0,3,2014,0,719950
810,1,1,1,0,5,1941,0,235000
2440,3,1.5,1,0,3,1939,0,875000
1740,4,1.75,1,0,3,1974,0,380000
1480,3,2.25,1.5,0,3,1984,0,325000
2120,4,2.5,2,0,3,1989,0,475000
900,1,1,1,0,5,1915,1950,152900
1190,2,2,1,0,3,1939,0,210000
1010,4,1,1,0,3,1925,0,350000
2100,3,2.5,2,0,4,1985,0,505000
2020,4,2.25,1,0,4,1979,0,464900
2520,3,2,1,0,3,1957,0,650000
1370,2,2.75,2,0,3,2009,0,369950
1530,3,2.5,2,0,3,2001,0,250000
1530,3,2.5,2,0,3,2001,0,320000
5040,4,4.25,1,0,3,1950,0,2532000
2530,4,2.25,2,0,3,1974,0,340000
1010,2,1.5,1.5,0,5,1906,0,440000
1200,3,1,1,0,4,1959,0,219950
2720,4,3,1,0,5,1957,0,940000
1850,4,1.5,1.5,0,3,1945,0,399950
2340,3,2.75,1,0,4,1954,0,1568000
1860,4,1.75,1,0,3,1969,0,528000
1940,4,1.75,1,0,4,1956,0,545000
1680,2,2,1,0,3,2004,0,575000
1770,4,2.75,1,0,3,1979,0,235000
1790,3,2.5,2,0,3,1998,0,272000
1720,4,1.75,1,0,4,1969,0,380000
1280,3,1,1.5,0,3,1949,0,195000
1690,3,2.5,2,0,3,2002,0,297000
2190,4,2.5,2,0,3,2003,0,349000
710,2,1,1,0,4,1942,0,320000
1890,4,1.5,1,0,3,1962,0,319990
1410,2,2,1.5,0,5,1909,1988,439900
2210,3,3.25,2,0,3,1995,0,429000
1540,3,2,1,0,3,1998,0,272500
1350,4,2,1,0,4,1959,0,400000
1380,5,2,1.5,0,3,1916,0,462000
890,2,1,1,0,3,1947,0,510000
1900,3,2.5,2,0,3,1988,2000,550000
1240,3,1,1,0,3,1969,0,150000
1730,3,2.5,1,0,3,1969,0,460000
2090,4,2.5,2,0,3,1986,0,632500
1650,3,1.75,1,0,4,1969,0,361000
1130,3,2.25,2,0,3,2004,0,437000
3240,6,2.75,1,0,4,1950,0,370000
3840,4,2.5,2,0,3,1998,0,884250
1200,3,1,1,0,4,1969,0,225000
870,2,1,1,0,3,1949,0,235000
2410,6,3.5,2,0,3,1916,1990,767500
1560,3,1.75,1.5,1,4,1928,0,1200000
2410,3,2.5,2,0,3,1989,0,715000
2300,4,2.25,1,0,3,1959,0,417000
1390,3,1,1,0,4,1964,0,199000
2920,5,2.5,2,0,3,1906,0,875000
1370,4,1.5,1.5,0,3,1926,0,545000
950,2,1,1,0,3,1926,0,192500
3090,3,2.5,2,0,3,1999,0,822500
2390,4,2.5,1,0,3,1975,0,800000
2070,3,2.5,2,0,3,1930,0,1250000
5770,4,4.25,2,1,4,1980,0,3850000
1460,3,2.5,2,0,3,1995,0,295000
1510,2,1.75,1,0,3,2006,0,419000
5180,5,3.25,1,0,3,1993,0,1195000
3430,4,2.75,2,0,3,1995,0,750000
1700,4,1.5,1,0,3,1953,0,502000
2640,3,1.75,1,0,4,1960,0,1025000
1200,3,1,1.5,0,3,1945,0,398500
1850,2,1.5,1.5,0,4,1907,1969,700000
1510,5,1.5,1,0,4,1959,0,248000
2130,4,2,1,0,5,1922,0,800000
2640,4,2.5,2,0,3,2004,0,383000
3000,4,3,1.5,0,3,1913,2014,688000
1870,3,2,1,0,5,1926,0,521000
990,2,1,1,0,3,1949,0,365000
2005,3,2,1,0,3,1980,0,491000
2030,3,2.75,1,0,5,1965,0,643000
1500,3,2.5,1,0,2,1979,0,279000
1530,4,1,1.5,0,4,1908,0,583500
1990,3,2.5,2,0,3,2004,0,310000
1420,3,1.75,1,0,4,1984,0,310000
1400,3,1,1,0,4,1956,0,280000
1870,4,2.5,2,0,3,2004,0,272000
3040,4,3,1.5,0,3,1923,2014,870000
1790,3,2,1,0,3,1980,0,307000
1590,2,1.5,1,0,4,1946,0,490000
2050,3,2,1,0,5,1960,0,399950
4220,5,3.5,1,0,3,1958,2006,1635000
4030,5,4.5,2,0,3,2000,0,989000
1770,4,1.75,1,0,5,1983,0,264950
2100,4,2.75,1,0,3,1979,0,491500
2120,3,2.25,2,0,3,1984,0,345000
2600,4,1.75,1,0,4,1969,0,339900
2400,3,3,2,0,3,1905,0,852000
3180,5,3.5,1,0,3,1968,0,585000
2790,4,2,1,0,4,1977,0,723000
2080,3,2.25,2,0,3,1990,0,594000
1370,2,1.5,2,0,4,1987,0,405000
2790,4,2.5,2,0,3,1997,0,725500
1740,2,1,1,0,3,1955,0,800000
6400,3,3.75,1,0,4,1966,0,1325000
1800,3,2.5,2,0,3,1996,0,180500
1800,3,2.5,2,0,3,1996,0,325000
1190,3,1.75,1,0,4,1968,0,235000
860,2,1,1,0,4,1948,0,330000
2460,3,2,1,0,4,1952,0,678500
1980,4,2.5,2,0,4,1974,0,463000
670,2,1,1,0,3,1943,0,250000
1410,3,2,1.5,0,4,1927,0,655000
1860,4,2.25,1,0,3,1979,0,239900
980,3,1,1,0,3,1955,0,185000
3040,4,2.25,2,0,4,1926,0,1735000
1810,3,2.25,1,0,3,1977,0,251700
1560,4,2,1,0,3,1964,0,400000
2100,4,1.75,1,0,3,1955,0,735000
2500,5,2,2,1,5,1942,0,1700000
520,2,1,1,0,2,1951,0,82500
3010,4,4,2,0,3,2004,0,765000
2140,4,1.75,1,0,3,1968,0,292500
2390,3,2.25,1,0,4,1970,0,270000
1510,2,1,1,0,3,1939,0,415000
2210,4,1.75,1,0,4,1952,0,950000
2170,3,2.75,2,0,3,1995,0,353000
1790,3,2.5,3,0,3,2007,0,670950
1390,3,1.75,1,0,4,1912,0,280950
1850,3,1.75,1,0,4,1983,0,585000
1480,2,1.5,1,0,3,1974,2006,525000
1850,3,1.75,1,0,4,1973,0,605000
3350,4,3.5,2,0,3,2007,0,1010000
1040,3,1,1,0,3,1942,2014,245990
2810,4,2.25,2,0,3,1985,0,535000
1010,1,1.5,1,0,3,1911,1948,410000
2250,3,2.5,2,0,4,1988,0,550000
1800,3,1.75,1,0,3,1972,0,665000
2400,3,1,1,0,4,1940,0,455000
1780,4,1,1.5,0,3,1922,0,440000
2120,3,2.25,1,0,3,1979,0,332000
1860,3,2.5,2,0,3,1989,0,280000
1460,3,3.5,2,0,3,2006,0,570000
1230,3,1,1,0,4,1957,0,250000
1088,2,1,1,0,3,1952,2009,238000
800,3,1,1,0,3,1949,0,265000
1190,3,1,1,0,4,1959,0,306000
